,X2600.HK.Equity,X486.HK.Equity,AA.Equity,AWC.AU.Equity,HNDL.IN.Equity
978,1.5823,1.8182,-0.6734,1.1834,1.7813
979,-1.5576,0,-0.791,1.1696,1.5059
980,0.6329,0.4464,3.303,1.1561,-0.6014
981,3.1447,2.4444,0.2205,4,0.8471
982,3.1447,2.4444,0.2205,4,0.8471
983,3.1447,2.4444,0.2205,4,0.8471
984,-0.6098,-3.6876,0.33,1.0989,-3.6
985,0.6135,0,0.1096,-4.8913,-1.5353
986,-0.9146,0,-4.6002,2.2857,-2.2335
987,-1.5385,-2.7027,0.6889,0,1.7672
988,4.375,0.9259,-0.9122,-1.676,0
989,4.375,0.9259,-0.9122,-1.676,0
990,4.375,0.9259,-0.9122,-1.676,0
991,0.2994,-1.1468,1.2658,1.1364,1.7366
992,1.194,0,1.5909,1.6854,-2.4147
993,3.5398,0.9281,2.6846,3.3149,-0.384
994,2.2792,1.1494,0.3268,4.8128,0.8565
995,0.5571,-0.6818,-2.1716,1.0204,-2.4204
996,0.5571,-0.6818,-2.1716,1.0204,-2.4204
997,0.5571,-0.6818,-2.1716,1.0204,-2.4204
998,0,0.6865,0.9989,-2.0202,0.2176
999,0,0.6865,-3.5165,0,-1.5632
1000,-1.108,2.9545,-0.9112,-3.0928,-1.5632
1001,-0.2801,-0.4415,0.3448,-0.5319,0.3529
1002,-5.0562,-2.439,-0.9164,-2.6738,-0.7912
1003,-5.0562,-2.439,-0.9164,-2.6738,-0.7912
1004,-5.0562,-2.439,-0.9164,-2.6738,-0.7912
1005,-0.2959,-2.2727,-0.9164,2.1978,0.6203
1006,0.2967,-1.8605,-0.9164,0,-2.3338
1007,0.2959,0.7109,-0.58,3.7634,5.0947
1008,0.59,2.8235,2.1004,-0.5181,-0.2574
1009,1.4663,1.6018,-1.1414,-2.6042,1.2473
1010,1.4663,1.6018,-1.1414,-2.6042,1.2473
1011,1.4663,1.6018,-1.1414,-2.6042,1.2473
1012,0.289,-0.4505,-0.4639,1.0695,-2.7188
1013,-0.8646,-0.4525,1.5099,-7.9365,-1.7904
1014,2.6163,2.0455,-2.9748,0.5747,1.1561
1015,-3.1161,0.4454,-1.0613,-3.4286,0.044
1016,-3.5088,-1.5521,0.4768,1.7751,-0.4394
1017,-3.5088,-1.5521,0.4768,1.7751,-0.4394
1018,-3.5088,-1.5521,0.4768,1.7751,-0.4394
1019,-0.303,0.6757,0,1.1628,-0.3972
1020,-1.8237,1.1186,-1.4235,-2.2989,0.3988
1021,2.7864,-1.1062,-2.1661,-0.5882,0.3988
1022,-2.1084,-0.2237,-0.984,-2.3669,-1.8535
1023,1.8462,-0.6726,1.6149,0,-2.0683
1024,1.8462,-0.6726,1.6149,0,-2.0683
1025,1.8462,-0.6726,1.6149,0,-2.0683
1026,-1.2085,0.2257,1.956,0.6061,-1.2397
1027,-1.2232,0,-1.0791,0.6024,-1.8131
1028,2.1672,-0.2252,0.2424,0,1.3258
1029,0.303,1.1287,0.2424,4.1916,1.215
1030,0.6042,0.4464,0.9674,2.2989,-0.3693
1031,0.6042,0.4464,0.9674,2.2989,-0.3693
1032,0.6042,0.4464,0.9674,2.2989,-0.3693
1033,-0.9009,2.6667,-0.5389,0.5618,1.7609
1034,0.303,1.5152,-0.301,1.676,2.459
1035,-1.5106,0,1.4493,-1.0989,2.459
1036,-0.3067,-0.8529,0,2.2222,0.5333
1037,1.5385,-0.6452,0.119,3.2609,3.0946
1038,1.5385,-0.6452,0.119,3.2609,3.0946
1039,1.5385,-0.6452,0.119,3.2609,3.0946
1040,-2.1212,-1.7316,0,-2.1053,1.0292
1041,1.8576,2.4229,0.1189,1.6129,-0.5942
1042,2.4316,1.9355,1.7815,-1.5873,3.4586
1043,-1.1869,2.1097,0,0.5376,1.4445
1044,2.1021,-1.6529,-0.8168,-0.5348,0.7323
1045,2.1021,-1.6529,-0.8168,-0.5348,0.7323
1046,2.1021,-1.6529,-0.8168,-0.5348,0.7323
1047,1.4706,2.521,0.8235,1.0753,-0.6058
1048,-0.8696,-1.2295,1.2835,0.5319,-2.6006
1049,1.7544,0.8299,-0.3456,1.5873,-1.2098
1050,-0.5747,-1.0288,-0.6936,-2.0833,-2.1959
1051,4.3353,0,1.7462,0,3.5838
1052,4.3353,0,1.7462,0,3.5838
1053,4.3353,0,1.7462,0,3.5838
1054,-2.2161,-0.2079,0.1144,0,3.5431
1055,0,0.8333,1.8286,0.5319,2.6167
1056,1.1331,2.0661,-3.0303,0.5291,1.7262
1057,-2.2409,-0.2024,0.6944,-0.5263,2.3525
1058,-0.2865,-0.8114,-1.4943,-2.1164,-2.5622
1059,-0.2865,-0.8114,-1.4943,-2.1164,-2.5622
1060,-0.2865,-0.8114,-1.4943,-2.1164,-2.5622
1061,1.1494,0.2045,0.5834,-2.1622,-0.1547
1062,1.1494,0.2045,0.5834,-2.1622,-0.1547
1063,1.1494,0.2045,1.2761,-2.1622,-0.1549
1064,0.5682,1.2245,-1.26,2.2099,-0.6206
1065,0.565,0.2016,-1.3921,-0.5405,1.0148
1066,0.565,0.2016,-1.3921,-0.5405,1.0148
1067,0.565,0.2016,-1.3921,-0.5405,1.0148
1068,-0.2809,-1.4085,2.1176,-2.1739,0.8501
1069,-0.2809,-1.4085,2.1176,-2.1739,2.7969
1070,6.1972,1.6327,3.5714,3.3333,0.6336
1071,-0.5305,0.2008,0.8899,2.1505,-0.4444
1072,1.8667,0,2.0948,0,-1.3765
1073,1.8667,0,2.0948,0,-1.3765
1074,1.8667,0,2.0948,0,-1.3765
1075,0.2618,1.2024,-1.7279,0.5263,1.3957
1076,-1.3055,-1.1881,0,2.6178,-1.0417
1077,1.0582,0.2004,-0.2198,4.5918,-0.7143
1078,6.5445,1.4,-1.2115,2.9268,-1.5146
1079,-2.9484,-0.1972,-0.3344,3.3175,-2.3068
1080,-2.9484,-0.1972,-0.3344,3.3175,-2.3068
1081,-2.9484,-0.1972,-0.3344,3.3175,-2.3068
1082,1.2658,-0.1976,-0.2237,3.211,0.9445
1083,-0.25,-0.7921,0,-4.8889,0.6628
1084,0.2506,-1.1976,-0.4484,-1.4019,-4.4152
1085,-3.75,0,0.6757,0.9479,-1.094
1086,3.1169,0,0.6711,1.8779,0.5735
1087,3.1169,0,0.6711,1.8779,0.5735
1088,3.1169,0,0.6711,1.8779,0.5735
1089,-0.2519,1.6162,0.6711,2.765,0
1090,1.0101,-0.3976,2.2222,0,-2.444
1091,-0.5,-1.5968,-0.5435,0,-1.5866
1092,-1.7588,-2.4341,-1.2022,-0.4484,-3.3517
1093,-3.3248,1.2474,-0.1106,-2.7027,2.1949
1094,-3.3248,1.2474,-0.1106,-2.7027,2.1949
1095,-3.3248,1.2474,-0.1106,-2.7027,2.1949
1096,-1.3228,0.4107,-1.4396,-2.7027,1.7182
1097,0.5362,-2.6585,-0.2247,3.7037,-2.4916
1098,0.2667,0,-0.9009,-1.7857,-0.3465
1099,-0.5319,-1.4706,0.4545,0.4545,0.9996
1100,0,-0.8529,1.81,3.1674,-2.4957
1101,0,-0.8529,1.81,3.1674,-2.4957
1102,0,-0.8529,1.81,3.1674,-2.4957
1103,-2.139,-0.8602,-1.5556,0.8772,-0.0883
1104,-0.8197,-2.3861,0.9029,-4.7826,0.265
1105,0,-1.1111,0.5612,1.8265,0.793
1106,-2.7548,2.0225,-0.6696,0,-0.9178
1107,0,0.6608,0.4494,3.139,-3.2201
1108,0,0.6608,0.4494,3.139,-3.2201
1109,0,0.6608,0.4494,3.139,-3.2201
1110,0,0.6608,-0.783,-0.4348,2.3701
1111,0,0.6608,1.8038,0,0.2671
1112,0,0.6608,0.7752,4.8035,-1.865
1113,0.5666,2.8446,2.0879,7.5,0.1357
1114,0.2817,1.0638,0.3229,-4.6512,-0.9038
1115,0.2817,1.0638,0.3229,-4.6512,-0.9038
1116,0.2817,1.0638,0.3229,-4.6512,-0.9038
1117,-1.6854,0,0.3229,4.4715,1.2312
1118,1.1429,-2.1053,-2.7897,0,0.9009
1119,0.2825,0,-3.3113,-2.7237,-0.4018
1120,-2.5352,-2.3656,-1.1416,-2.8,-3.3617
1121,0.8671,-0.4405,-0.2309,-2.8807,-0.6957
1122,0.8671,-0.4405,-0.2309,-2.8807,-0.6957
1123,0.8671,-0.4405,-0.2309,-2.8807,-0.6957
1124,-1.7192,-0.4425,-2.5463,2.9661,-0.3737
1125,-2.9155,-2.6667,-0.1188,-2.4691,-4.5945
1126,-0.9009,-0.9132,1.5458,-1.2658,0.4914
1127,1.5152,-0.6912,-0.2342,5.5556,-3.2763
1128,-4.7761,1.3921,-0.939,-3.6437,0.0506
1129,-4.7761,1.3921,-0.939,-3.6437,0.0506
1130,-4.7761,1.3921,-0.939,-3.6437,0.0506
1131,0,-3.4325,-1.0664,-4.6218,-4.6488
1132,-0.3135,-0.237,0,1.3216,4.5045
1133,1.8868,1.9002,2.6347,0.4348,3.2454
1134,0.3086,-1.3986,0.8168,1.2987,-0.6876
1135,0.6154,-1.4184,-0.3472,0.4274,0.1978
1136,0.6154,-1.4184,-0.3472,0.4274,0.1978
1137,0.6154,-1.4184,-0.3472,0.4274,0.1978
1138,-0.3058,0.9592,0.6969,-0.4255,-0.5923
1139,-0.9202,0,-0.5767,-1.7094,-1.2413
1140,-1.8576,-1.9002,-0.9281,-0.4348,-3.6702
1141,0,-0.2421,0.1171,-1.7467,0.261
1142,-1.2618,0.4854,0.9357,0.8889,-0.4685
1143,-1.2618,0.4854,0.9357,0.8889,-0.4685
1144,-1.2618,0.4854,0.9357,0.8889,-0.4685
1145,0,-2.4155,-0.8111,-1.3216,-0.3138
1146,0,0,-0.9346,2.2321,-2.361
1147,0.639,-0.9901,0.7075,1.7467,-2.9554
1148,0,1.25,-1.0539,0.8584,-2.381
1149,0.6349,-0.2469,0,-1.2766,1.7016
1150,0.6349,-0.2469,0,-1.2766,1.7016
1151,0.6349,-0.2469,0,-1.2766,1.7016
1152,0,0.9901,-0.355,-3.0172,-1.8405
1153,-1.5773,-1.4706,0,-2.2222,0.2273
1154,0.3205,-1.7413,0.8314,0,0.2273
1155,-4.4728,-1.519,0.3534,0.9091,3.8549
1156,-4.4728,-1.519,0.3534,0.9091,3.8549
1157,-4.4728,-1.519,0.3534,0.9091,3.8549
1158,-4.4728,-1.519,0.3534,0.9091,3.8549
1159,-4.4728,-1.519,-1.5258,0.9091,0.1092
1160,-0.6689,1.2853,-1.0727,-3.1532,1.5812
1161,-0.6734,1.7766,-0.3614,-2.7907,-2.8449
1162,-0.6734,1.7766,-0.6046,-1.9139,-2.2099
1163,-5.4237,0.4988,0.2433,-1.4634,1.5254
1164,-5.4237,0.4988,0.2433,-1.4634,1.5254
1165,-5.4237,0.4988,0.2433,-1.4634,1.5254
1166,1.4337,1.9851,1.8204,-0.495,0.8347
1167,2.4735,-0.2433,0,4.9751,0.2759
1168,3.1034,4.878,-0.9535,-2.3697,0.1101
1169,2.6756,2.3256,0.1203,-0.4854,-0.9346
1170,-1.9544,-3.4091,-1.2019,0,1.6648
1171,-1.9544,-3.4091,-1.2019,0,1.6648
1172,-1.9544,-3.4091,-1.2019,0,1.6648
1173,-3.3223,-4.4706,-2.1898,-7.3171,-0.4913
1174,0,3.202,0.7463,0.5263,1.8651
1175,-3.0928,-1.6706,-1.7284,1.5707,0.2693
1176,-0.3546,-0.4854,0.8794,-2.5773,0.6982
1177,1.4235,-2.439,0.6227,0.5291,0.6982
1178,1.4235,-2.439,0.6227,0.5291,0.6982
1179,1.4235,-2.439,0.6227,0.5291,0.6982
1180,1.0526,0,0.3713,4.7368,1.8133
1181,-1.7361,0.5,0.1233,-1.5075,0.8905
1182,2.1201,-1.99,3.5714,1.0204,0.8905
1183,2.0761,1.7766,-0.2378,1.0204,1.9211
1184,-2.7119,-2.4938,-1.4303,-0.5051,0.866
1185,-2.7119,-2.4938,-1.4303,-0.5051,0.866
1186,-2.7119,-2.4938,-1.4303,-0.5051,0.866
1187,0.3484,-0.5115,1.8138,-1.5228,-0.1515
1188,1.7361,-0.5141,0.9501,-0.5155,-1.6186
1189,1.7361,-0.5141,-0.8235,-3.6269,-1.6186
1190,-2.3891,-2.8424,0.3559,-2.6882,-1.3368
1191,0.3497,4.2553,1.8913,1.105,2.1886
1192,0.3497,4.2553,1.8913,1.105,2.1886
1193,0.3497,4.2553,1.8913,1.105,2.1886
1194,0.3484,0.5102,0.8121,4.918,3.7226
1195,5.2083,1.0152,-0.5754,4.1667,0.2458
1196,0.33,0.2513,2.662,5.5,1.0299
1197,0.6579,-2.2556,-0.5656,2.3697,0.534
1198,5.8824,0,-1.0239,0.463,2.3177
1199,5.8824,0,-1.0239,0.463,0.3303
1200,5.8824,0,-1.0239,0.463,0.3303
1201,-2.4691,0.5128,-1.954,-3.2258,-1.1759
1202,-1.5823,-1.5306,0.3517,1.4286,0.4284
1203,0,0,-0.7009,-2.8169,2.7014
1204,0.6431,0.5181,0,-1.4493,2.5381
1205,0.6431,0.5181,1.2941,2.9412,-0.8551
1206,0.6431,0.5181,1.2941,2.9412,-0.8551
1207,0.6431,0.5181,1.2941,2.9412,-0.8551
1208,1.278,0.5155,1.7422,0.4762,0
1209,1.5773,-0.5128,0,-1.4218,0.227
1210,0.3106,-2.0619,-0.7991,0.9615,0.2264
1211,-2.7864,-2.3684,-1.7261,-1.9048,-1.5816
1212,-0.9554,3.2345,-0.7026,0.9709,-1.6988
1213,-0.9554,3.2345,-0.7026,0.9709,-1.6988
1214,-0.9554,3.2345,-0.7026,0.9709,-1.6988
1215,-2.2508,-2.8721,-0.7026,-3.3654,3.3162
1216,1.3158,1.0753,1.2972,0.995,-0.4973
1217,-1.6234,-2.1277,-0.1164,3.9409,0.0909
1218,3.9604,-0.8152,-1.049,-1.4218,-2.9959
1219,0.3175,1.6438,0.1178,-0.4808,-4.1647
1220,0.3175,1.6438,0.1178,-0.4808,-4.1647
1221,0.3175,1.6438,0.1178,-0.4808,-4.1647
1222,-3.7975,-2.4259,0.2353,-0.9662,-0.9766
1223,-2.3026,-2.4862,-1.6432,2.439,-0.5424
1224,-0.6734,-3.1161,-2.148,0,1.6361
1225,-1.6949,-0.8772,0.7317,-2.8571,0.3415
1226,0,0,0.8475,-3.9216,-0.8751
1227,0,0,0.8475,-3.9216,-0.8751
1228,0,0,0.8475,-3.9216,-0.8751
1229,0.3448,-3.8348,0.3601,-3.9216,-1.3242
1230,-2.0619,1.227,-1.555,1.5306,-6.2127
1231,-2.0619,1.227,-0.6075,-0.5025,-2.1728
1232,-1.4035,1.2121,0.2445,-4.0404,4.8754
1233,-7.4733,2.994,-0.9756,2.1053,7.0764
1234,-7.4733,2.994,-0.9756,2.1053,7.0764
1235,-7.4733,2.994,-0.9756,2.1053,7.0764
1236,0.7692,-2.6163,-0.1232,-1.0309,-1.5919
1237,-0.7634,1.194,1.233,0,-0.6863
1238,-1.9231,-4.4248,-1.218,3.125,2.9615
1239,-3.1373,-8.3333,-1.1714,-2.5253,-6.28
1240,-2.834,0.6734,-0.4367,1.0363,-3.8363
1241,-2.834,0.6734,-0.4367,1.0363,-3.8363
1242,-2.834,0.6734,-0.4367,1.0363,-3.8363
1243,-4.1667,-0.6689,-2.381,-4.1026,0.1064
1244,0.4348,-2.3569,1.6688,0.5348,3.135
1245,2.1645,0,-2.1465,2.1277,-2.4214
1246,1.6949,3.7931,1.5484,3.125,1.1616
1247,4.1667,-0.3322,-0.6353,-0.5051,4.1754
1248,4.1667,-0.3322,-0.6353,-0.5051,4.1754
1249,4.1667,-0.3322,-0.6353,-0.5051,4.1754
1250,4.1667,-0.3322,0.5115,-0.5076,2.1042
1251,-5.2,1.3333,-0.7634,5.6122,0.5397
1252,-3.3755,2.9605,-1.1538,-0.9662,-3.4651
1253,3.0568,-3.8339,-1.1538,0.9756,1.0617
1254,2.5424,2.99,1.297,0.9662,0
1255,2.5424,2.99,1.297,0.9662,0
1256,2.5424,2.99,1.297,0.9662,0
1257,-3.3058,1.9355,1.4085,-4.3062,0.2001
1258,1.2821,-3.1646,-0.1263,3,0.699
1259,0.8439,-1.9608,0.1264,3.8835,-2.6277
1260,5.8577,-1.3333,2.2727,1.4019,4.6843
1261,1.1858,1.0135,0,0.4608,-0.9728
1262,1.1858,1.0135,0,0.4608,-0.9728
1263,1.1858,1.0135,0,0.4608,-0.9728
1264,-1.5625,-1.6722,0.8642,-2.2936,3.5363
1265,-1.1905,-1.3605,-0.7344,0.4695,-1.4231
1266,1.2048,0,0.9864,-0.9346,-1.9249
1267,-0.7937,-0.3448,0.2442,-0.9434,2.4534
1268,-0.8,0.346,-1.7052,-2.8571,-0.7184
1269,-0.8,0.346,-1.7052,-2.8571,-0.7184
1270,-0.8,0.346,-1.7052,-2.8571,-0.7184
1271,-0.8065,-1.7241,0.6196,0,0.6753
1272,4.4715,1.4035,0.2463,0.4902,0.7667
1273,0,-0.692,-1.1057,-0.4878,-1.8069
1274,0.3891,-1.7422,-0.2484,-1.9608,-1.0169
1275,1.1628,-1.0638,0.4981,-0.5,-7.5832
1276,1.1628,-1.0638,0.4981,-0.5,-7.5832
1277,1.1628,-1.0638,0.4981,-0.5,-7.5832
1278,-2.682,-5.0179,-0.3717,-1.005,-4.0233
1279,-2.7559,-0.3774,-0.1244,-2.0305,-4.578
1280,-3.2389,0.3788,-0.9963,0.5181,4.1618
1281,2.0921,1.8868,0,3.0928,-2.8857
1282,0.4098,0.3704,0.2516,-0.5,-0.9143
1283,0.4098,0.3704,0.2516,-0.5,-0.9143
1284,0.4098,0.3704,0.2516,-0.5,-0.9143
1285,1.6327,-1.107,0.3764,0,-0.4614
1286,-0.8032,-2.2388,-1.125,1.5075,-0.8691
1287,-0.4049,-1.9084,-1.1421,-2.9703,1.1105
1288,-1.2195,-1.1673,1.5404,-2.0408,6.0116
1289,2.4691,0,3.9191,2.0833,6.0116
1290,2.4691,0,3.9191,2.0833,6.0116
1291,2.4691,0,3.9191,2.0833,6.0116
1292,6.0241,1.1811,0.4866,4.5918,2.5627
1293,2.2727,1.1673,-1.3317,2.9268,-2.8177
1294,2.2727,1.1673,0.1227,-3.3175,7.4398
1295,0.7407,-2.3077,0,0.4902,7.4398
1296,-0.7353,-3.937,-0.4902,-1.4634,-4.7352
1297,-0.7353,-3.937,-0.4902,-1.4634,-4.7352
1298,-0.7353,-3.937,-0.4902,-1.4634,-4.7352
1299,-0.3704,0.8197,-2.2167,-2.9703,2.6724
1300,-4.0892,-2.0325,0.7557,-1.0204,1.3535
1301,2.7132,0,-2,3.0928,-4.1602
1302,1.1321,1.6598,2.4235,-2.5,11.4684
1303,-1.4925,0.8163,0.2491,2.5641,-0.1923
1304,-1.4925,0.8163,0.2491,2.5641,-0.1923
1305,-1.4925,0.8163,0.2491,2.5641,-0.1923
1306,-0.3788,-0.4049,0.1242,3.5,0.578
1307,-0.3802,-1.2195,-1.799,1.9324,-5.0287
1308,-0.7634,-1.2346,0.1895,-2.8436,2.9753
1309,0.3846,-0.8333,-1.5132,-2.9268,4.8972
1310,-0.3831,-5.042,-1.4085,1.5075,-0.6149
1311,-0.3831,-5.042,-1.4085,1.5075,-0.6149
1312,-0.3831,-5.042,-1.4085,1.5075,-0.6149
1313,1.9231,0,-1.4085,0.9901,3.7125
1314,1.8868,0,0.2597,0.9804,-4.1762
1315,3.3333,-0.885,1.5544,0.4854,3.9751
1316,0.3584,1.3393,0.3827,-3.3816,-0.3224
1317,-1.4286,-1.3216,0.6353,0,-0.2773
1318,-1.4286,-1.3216,0.6353,0,-0.2773
1319,-1.4286,-1.3216,0.6353,0,-0.2773
1320,1.4493,2.6786,2.0202,1.5,-0.2773
1321,2.1429,3.913,-0.3094,2.4631,2.1316
1322,0.6993,1.6736,1.676,0,3.8566
1323,2.0833,0,-0.3663,0.4808,-2.8397
1324,-4.0816,-3.7037,-0.9804,-2.8708,1.0791
1325,-4.0816,-3.7037,-0.9804,-2.8708,1.0791
1326,-4.0816,-3.7037,-0.9804,-2.8708,1.0791
1327,0.7092,1.2821,0.2475,0.9852,0.6228
1328,0,-0.8439,1.9753,-0.4878,0.7073
1329,-2.4648,0.4255,3.5714,0,0.6585
1330,0.361,-3.8136,-1.3442,4.4118,3.358
1331,0.361,-3.8136,-1.7773,-2.3474,-3.8397
1332,0.361,-3.8136,-1.7773,-2.3474,-3.8397
1333,0.361,-3.8136,-1.7773,-2.3474,-3.8397
1334,0.3597,1.3216,-0.1206,-0.9615,2.2817
1335,-1.7921,0.8696,0.2415,-1.4563,-3.9039
1336,3.2847,-1.2931,0.3614,0.9852,4.2857
1337,-0.7067,0.4367,-0.7203,0.9756,0.214
1338,2.1352,1.3043,-0.8464,0.4831,-2.6912
1339,2.1352,1.3043,-0.8464,0.4831,-2.6912
1340,2.1352,1.3043,-0.8464,0.4831,-2.6912
1341,0.3484,2.1459,-0.9756,-1.4423,-1.7559
1342,0.3484,2.1459,0.6158,-1.4634,-1.2511
1343,-1.3889,-1.6807,-1.836,-0.9901,-1.2511
1344,-0.3521,4.2735,-1.995,0,4.5701
1345,-0.7067,-2.0492,1.2723,-0.5,2.1636
1346,-0.7067,-2.0492,1.2723,-0.5,2.1636
1347,-0.7067,-2.0492,1.2723,-0.5,2.1636
1348,-1.0676,0,0.1256,-1.005,3.219
1349,-0.3597,-0.8368,-0.3764,1.0152,-1.9696
1350,0.722,-1.2658,2.0151,1.005,0.1256
1351,1.7921,-1.7094,3.0864,-0.4975,-2.1321
1352,0.7042,0,-0.3593,1,-2.3921
1353,0.7042,0,-0.3593,1,-2.3921
1354,0.7042,0,-0.3593,1,-2.3921
1355,0.7042,0,1.5625,-0.9901,-3.1947
1356,-1.049,0,-0.8284,1,1.3562
1357,-1.0601,0,1.79,-0.9901,1.3562
1358,-0.3571,0.4348,0.7034,-1,-0.8475
1359,1.4337,-0.4329,0.4657,-0.5051,3.3288
1360,1.4337,-0.4329,0.4657,-0.5051,3.3288
1361,1.4337,-0.4329,0.4657,-0.5051,3.3288
1362,3.8869,6.087,-0.3476,-0.5076,3.091
1363,1.7007,-2.459,8.8372,1.5306,-1.6047
1364,3.01,1.6807,-0.9615,6.5327,-0.515
1365,-1.6234,-0.8264,-0.2157,-2.3585,-1.1648
1366,-2.9703,-0.8333,-0.1081,-0.4831,-4.6704
1367,-2.9703,-0.8333,-0.1081,-0.4831,-4.6704
1368,-2.9703,-0.8333,-0.1081,-0.4831,-4.6704
1369,2.0408,0,3.4632,0.9709,-1.9689
1370,-2,-0.4202,-0.2092,-2.4038,2.9893
1371,2.0408,0.8439,-0.8386,-0.9852,2.9025
1372,-3.3333,-0.8368,-2.0085,2.4876,1.4103
1373,-2.069,0,0,-0.9709,0.1304
1374,-2.069,0,0,-0.9709,0.1304
1375,-2.069,0,0,-0.9709,0.6076
1376,1.0563,1.2658,7.0119,-0.9804,0.6076
1377,-0.3484,-0.4167,-1.4113,5.4455,1.5531
1378,-0.6993,0.4184,-0.9231,-0.939,-2.0816
1379,0.3521,-2.9167,-7.3499,-1.8957,1.3883
1380,-3.1579,-2.1459,1.2291,-2.8986,-0.2995
1381,-3.1579,-2.1459,1.2291,-2.8986,-0.2995
1382,-3.1579,-2.1459,1.2291,-2.8986,-0.2995
1383,-0.3623,0,-0.3311,0,-4.4206
1384,-0.3636,-1.3158,-1.2182,0,-0.0898
1385,-0.7299,-1.7778,0.7848,-2.4876,2.427
1386,1.1029,-0.4525,-0.1112,0,1.097
1387,2.5455,0,0.5568,-0.5102,1.097
1388,2.5455,0,0.5568,-0.5102,1.097
1389,2.5455,0,0.5568,-0.5102,1.097
1390,2.1277,-0.4545,-0.8859,0.5128,3.2986
1391,-1.7361,0.4566,2.0112,-3.0612,4.4118
1392,0.3534,-0.4545,-0.8762,-0.5263,-2.8169
1393,0.3521,2.2831,0.7735,0,-1.0352
1394,1.0526,-2.2321,1.3158,0,-0.9205
1395,1.0526,-2.2321,1.3158,0,-0.9205
1396,1.0526,-2.2321,1.3158,0,-0.9205
1397,-1.3889,10.0457,3.7879,3.1746,-0.2111
1398,0,-4.1494,0.6257,3.5897,0.2539
1399,1.4085,0,-0.1036,-1.4851,0.2533
1400,0,-1.2987,-0.1036,0.5025,2.2316
1401,0.3472,1.3158,-0.3112,1.5,1.0708
1402,0.3472,1.3158,-0.3112,1.5,1.0708
1403,0.3472,1.3158,-0.3112,1.5,1.0708
1404,0.346,0.8658,-0.6243,0,-0.6927
1405,-1.3793,-1.7167,-1.3613,-2.4631,1.8055
1406,-0.3497,0.8734,-0.6369,0.5051,-2.7005
1407,-0.3509,-0.4329,-0.1068,0,0.8699
1408,0,-0.8696,0.107,3.5176,-1.0267
1409,0,-0.8696,0.107,3.5176,-1.0267
1410,0,-0.8696,0.107,3.5176,-1.0267
1411,-0.3521,-0.4386,1.2821,0,2.8216
1412,-0.7067,6.1674,0.8439,-0.4854,0.9685
1413,-2.4911,-4.5643,-2.3013,-0.9756,-1.3189
1414,-0.7299,0.8696,0.3212,-1.9704,-1.9441
1415,-0.7353,-0.431,1.4941,1.005,-1.9413
1416,-0.7353,-0.431,1.4941,1.005,-1.9413
1417,-0.7353,-0.431,1.4941,1.005,-1.9413
1418,-1.1111,-0.4329,0.6309,1.4925,-1.727
1419,-0.7491,0,1.3584,-0.9804,-0.1715
1420,1.8868,0.4348,1.3402,0.495,1.1593
1421,-1.8519,-0.4329,1.4242,1.9704,1.0187
1422,1.5094,-1.7391,-0.3009,-0.4831,0.3782
1423,1.5094,-1.7391,-0.3009,-0.4831,0.3782
1424,1.5094,-1.7391,-0.3009,-0.4831,0.3782
1425,0,2.2124,1.9115,1.9417,3.4324
1426,-0.7435,0.4329,2.2705,0.9524,-1.2546
1427,-0.7435,0.4329,2.2705,0.9524,-1.2546
1428,-0.7435,0.4329,0.6757,0.9524,-0.7377
1429,0.7491,-0.8621,2.4928,-0.4717,1.1148
1430,0.7491,-0.8621,2.4928,-0.4717,1.1148
1431,0.7491,-0.8621,2.4928,-0.4717,1.1148
1432,1.1152,-1.3043,-1.4967,3.3175,-0.5717
1433,-0.7353,1.3216,0.9497,2.2936,0.6982
1434,-0.7353,1.3216,0.9497,2.2936,-0.6525
1435,-1.1111,0.8696,-0.9407,0.8969,-0.9442
1436,-1.4981,-0.8621,0.3799,-1.7778,-1.5748
1437,-1.4981,-0.8621,0.3799,-1.7778,-1.5748
1438,-1.4981,-0.8621,0.3799,-1.7778,-1.5748
1439,-1.1407,-1.3043,-0.3784,0.905,-0.4211
1440,-0.7692,-0.4405,0.095,-0.4484,-1.8605
1441,1.5504,0.4425,2.7514,0,-0.6894
1442,-0.3817,7.489,-1.2927,2.7027,-2.256
1443,-0.7663,-5.7377,-5.4256,-2.193,-1.8642
1444,-0.7663,-5.7377,-5.4256,-2.193,-1.8642
1445,-0.7663,-5.7377,-5.4256,-2.193,-1.8642
1446,6.9498,2.1739,-0.0989,3.5874,-0.4975
1447,-2.1661,-0.8511,2.1782,4.7619,-0.5455
1448,0.369,0.8584,2.6163,0.8264,1.3254
1449,2.2059,2.1277,4.2493,5.3279,1.8945
1450,1.4388,3.3333,2.8986,-2.7237,-1.4608
1451,1.4388,3.3333,2.8986,-2.7237,-1.4608
1452,1.4388,3.3333,2.8986,-2.7237,-1.4608
1453,-1.4184,0,2.8986,2,0.7188
1454,2.1583,10.4839,6.7782,3.1373,0.8029
1455,1.7606,1.8248,0.742,-0.7605,1.9469
1456,0.692,-3.2258,-1.2275,-1.5326,-0.7813
1457,0.3436,4.8148,-5.2196,-1.1673,-0.2625
1458,0.3436,4.8148,-5.2196,-1.1673,-0.2625
1459,0.3436,4.8148,-5.2196,-1.1673,-0.2625
1460,-3.4247,-1.4134,1.7483,-1.1673,-2.5439
1461,-0.3546,-2.1505,1.8041,-0.3937,2.4302
